Date,Operator,Registration,AirType,Locations,aboard,fatalities,groudfatalities
13-Jun-96,"Garuda Indonesia Airlines",PK-GIE,"McDonnell Douglas DC-10-30","Fukuoka, Japan",275,3,0
21-Jun-96,"China Flying Dragon Aviation (Feilong Airlines)",B-3822,"Harbin Yunshuji Y-12-II","Shanghai, China",12,2,0
06-Jul-96,"Delta Air Lines",N927DA,"McDonnell Douglas MD-88","Pensacola, Florida",142,2,0
09-Jul-96,"Milne Bay Air",P2-MBB,"de Havilland Canada DHC-6 Twin Otter 300","Papua, New Guinea",20,20,0
11-Jul-96,"Archana Airlines",VT-ETC,"Let 410","Near Kanda, India",9,9,0
15-Jul-96,"Military - Belgian Air Force",CH-06,"Lockheed C-130H","Near Eindhoven, The Netherlands",41,34,0
17-Jul-96,"Trans World Airlines",N93119,"Boeing B-747-131","Off East Moriches, New York",230,230,0
17-Jul-96,"Aerolatino (Aerocaribe)",XA-TCF,"de Havilland Canada DHC-6 Twin Otter 300","Near Playa del Carmen, Mexico",18,1,0
20-Jul-96,"Northern Air Cargo",N313RS,"Douglas DC-6A","Russian Mission, Alaska",4,4,0
24-Jul-96,"Myanmar Airways",XY-AET,"Fokker F-27 Friendship 600","Near Mergui, Manmar",49,8,0
12-Aug-96,"First Air",C-GNDN,"de Havilland Canada DHC-6 Twin Otter 300","Markham Bay, Canada",2,2,0
14-Aug-96,"Air North",C-FGNI,"Douglas DC-4","Near Bronson Creek, British Columbia, Canada",3,1,0
17-Aug-96,"Military - U.S. Air Force",74-1662,"Lockheed C-130H Hercules","Near Jackson Hole, Wyoming",9,9,0
18-Aug-96,"Harbour Air",C-GCMY,"de Havilland Canada DHC-3 Turbo Otter","Near Alliford Bay, British Columbia, Canada2",3,3,0
19-Aug-96,"Spair Air Transport",RA-76513,"Ilyushin IL-76T","Belgrade, Yugosalvia",12,12,0
29-Aug-96,"Vnokovo Airlines",RA-85621,"Tupolev TU-154M","Near Longyearbyen, Norway",141,141,0
13-Sep-96,"Helisul Taxi A‚reo",PT-WAV,"Embraer EMB-110 Bandeirante","Joinville, Brazil",2,2,0
23-Sep-96,"Air Taxi - Stearns Air Alaska",N7312C,"Cessna 206G","Anchorage, Alaska",5,3,0
25-Sep-96,"Dutch Dakota Association",PH-DDA,"Douglas DC-3C","Waddenzee, Netherlands",32,32,0
02-Oct-96,"Aeroperu",N52AW,"Boeing B-757-200","Off Pasamayo, Peru",70,70,0
03-Oct-96,"Malu Aviation",9Q-CXK,"de Havilland Canada DHC-6 Twin Otter 200","Kahemba, Congo",21,6,0
06-Oct-96,"Savanair",RA-11101,"Antonov 12B","Lukapa, Angola",19,6,0
08-Oct-96,"Aeroflot",RA-82069,"Antonov An-124","San Francesco al Campo, Italy",23,2,2
13-Oct-96,"Air Taxi - Seaside Air Service",N64276,"de Havilland DHC-2","Ketchikan, Alaska",3,3,0
20-Oct-96,"Telford Aviation",N744W,"Piper PA-31-350 Navajo Chieftain","Eel River Crossing, New Brunswick, Canada",8,8,0
22-Oct-96,"Million Air",N751MA,"Boeing B-707-323C","Manta, Ecuador",4,4,30
26-Oct-96,"Tyumen Aviatrans",RA-88527,"Yakovlev YAK-40","Khanty, Russia",34,5,0
31-Oct-96,"TAM (Brazil)",PT-MRK,"Fokker 100","Sao Paolo, Brazil",95,95,3
01-Nov-96,"Transported Areos Profesionales - TAPSA",TG-TPA,"Embraer 110P1 Bandeirante","Near Tikal, Guatemala",16,16,0
07-Nov-96,"Jetcom S.A.",HB-LRX,"Cessna 421C Golden Eagle","Aubusson, France",8,8,0
07-Nov-96,"Aviation Development Corporation",5N-BBF,"Boeing B-727-231","Lagos, Nigeria",143,143,0
12-Nov-96,"Saudi Arabian Airlines / Kazakhstan Airlines",HZ-AIH/UN-76435,"Boeing B-747-168B / Ilyushin IL-76TD","Near Charkhi Dadri, India",349,349,0
13-Nov-96,"Kismayo Airlines",?,"Piper PA-31-350 Navajo","Ngong, Kenya",8,8,0
14-Nov-96,"Komi Avia",RA-40309,"Antonov AN-2","Bolcha‹a Pyssa, Russia",15,14,0
19-Nov-96,"United Express / Private",N87GL / N1127D,"Beechcraft 1900-C / Beech King Air A90","Quincy, Illinois",14,14,0
22-Nov-96,"Military - U.S. Air Force",64-14856,"Lockheed HC-130P Hercules","Off Cape Mendocino, CA",11,10,0
23-Nov-96,"Ethiopian Airlines",ET-AIZ,"Boeing B-767-260ER","Off Mitsamiouli, Comoros",175,127,0
26-Nov-96,"Arctic Transportation Services",N4704B,"Cessna 208B Caravan I","Bethel, Arkansas",1,1,0
27-Nov-96,"Military - Russian Air Force",RA-76804,"Ilyushin IL-76MD","Abakan, Siberia, Russia",23,23,0
30-Nov-96,"ACES Colombia",HK-2602,"de Havilland Canada DHC-6 Twin Otter 300","Medellin, Colombia",15,14,0
07-Dec-96,"Dirgantara Air Services",PK-VSO,"CASA 212 Aviocar 100","Banjarmasin, Indonesia",17,16,2
09-Dec-96,"Emery Worldwide",N75142,"Douglas C-47A","Boise, Idaho",2,2,0
17-Dec-96,"Military - Russian Air Force",?,"Antonov AN-12","Tver, Russia",18,18,0
21-Dec-96,"SELVA",HK-4008X,"Antonov An-32B","Rio Negro, Colombia",4,4,0
22-Dec-96,"Airborne Express",N827AX,"McDonnell Douglas DC-8-63F","Narrows, Virginia",6,6,0
24-Dec-96,"Military - Indian Air Force",H1032,"Hindustan Aeronautics 748-2","Near Nellore, India",22,22,0
24-Dec-96,"Aircraft Charter Group Inc",N388LS,"Learjet 35A","Dorchester, New Hampshire",2,2,0
02-Jan-97,"Tar Heel Aviation",N802TH,"Cessna 208B Grand Caravan","Edenton, North Carolina",2,2,0
07-Jan-97,"Polynesian Airlines",5W-FAU,"de Havilland Canada DHC-6 Twin Otter 300","Near Moamoa, Samoa",5,3,0
09-Jan-97,"Comair",N265CA,"Embraer 120RT Brasilia","Near Monroe, Michigan",29,29,0
29-Jan-97,"Southcentral Air",N702SC,"de Havilland Canada DHC-4A Caribou","Sparrevohn, Alaska",2,1,0
31-Jan-97,"Skypower Express Airways",5N-AXS,"Embraer 110P1A Bandeirante","Yola, Nigeria",16,5,0
01-Feb-97,"Air Senegal",6AV-AEO,"Hawker Siddeley HS-748-353 Srs.2a","Tambacoumba, Senegal",52,25,0
02-Feb-97,"Force Area Populaire de Angola",T-400,"CASA 212 Aviocar 200","Near Quiangala, Angola",37,37,0
04-Feb-97,"Military - Israel Air Force /Military - Israel Air Force",357 / 903,"Sikorsky CH53D / Sikorsky CH53D","Northern Israel",73,73,0
14-Feb-97,"Varig",PP-CJO,"Boeing B-737-2C3","Carajas, Brazil",52,1,0
19-Feb-97,"Transpolar",YV-160CP,"IAI 1124 Westwind","Guatemala City, Guatemala",5,5,0
04-Mar-97,"Air Georgian",C-FESJ,"Cessna 208B Super Cargomaster","Lake Simcoe, Ontario, Canada",1,1,0
07-Mar-97,"Air Pereira",HK-3885,"Cessna 500 Citation I","Medellin, Colombia",4,4,0
12-Mar-97,"ALADA",D2-FVG,"Antonov AN-12B","Lucapa, Angola",16,16,0
13-Mar-97,"Military - Iranian Air Force",?,"Lockheed C-130HF","Near Mashhad, Iran",88,88,0
18-Mar-97,"Stavropol Airlines",RA-46516,"Antonov AN-24RV","Cherkessk, Russia",50,50,0
01-Apr-97,"Military - U.S. Air Force",88-4408,"Lockheed C-130H Hercules","Tegucigalpa, Honduras",10,3,0
04-Apr-97,"Custom Air Service",N83FA,"Aviation Traders ATL-98 Carvair","Griffin, Georgia",2,2,0
10-Apr-97,"Hageland Aviation Services",N408GV,"Cessna 208B Caravan I","Near Wainwright, Alaska",5,5,0
14-Apr-97,"TAAG Angola Airlines",D2-TFP,"Fokker F-27 Friendship 600","Brazzaville, Democratic Republic Congo",7,3,0
15-Apr-97,"Azerbaijan Airlines",4K-87504,"Yakovlev 40","Gyandzha, Azerbaijan",6,6,0
16-Apr-97,"Military - Niger Air Force",5U-MBD,"Lockheed C-130H Hercules","Near Sorei, Niger",14,14,0
19-Apr-97,"Merpati Nusantara Airlines",PK-MTX,"British Aerospace ATP","Tanjung Pandan, Indonesia",53,15,0
23-Apr-97,"Military - Afghan Republican Air Force",?,"Antonov AN-26","Near Konduz, Afghanistan",36,36,0
08-May-97,"China Southern Airlines",B-2925,"Boeing B-737-31B","Huangtian, China",74,35,0
06-Jun-97,"Bazair",9Q-CWL,"Vickers Viscount 781D","Near Irumu, Congo",27,27,0
10-Jun-97,"MIAT - Mongolian Airlines",JU-1020,"Harbin Yunshuji Y-12 II","Mandalgobi, Mongolia",12,7,0
03-Jul-97,"Elbee Airlines",VT-SSA,"Fokker F-27 Friendship 200","Madh Island, India",2,2,0
05-Jul-97,"Air Taxi",N5164G,"de Havilland DHC-2","Skwentna, Alaska",5,4,0
06-Jul-97,"Military - Colombian Army",?,"Mil Mi-17 (helicopter)","Near Saravena, Colombia",29,25,0
09-Jul-97,"TAM (Brazil)",PT-WHK,"Fokker 100","Suzano, Brazil",60,1,0
11-Jul-97,"Cubana de Aviacion",CU-T1262,"Antonov AN-24","Off Santiago de Cuba, Cuba",44,44,0
12-Jul-97,"Haines Airways - Air Taxi",N15199,"Piper PA-32","Skagway, Alaska",6,4,0
17-Jul-97,"Sempati Air",PK-YPM,"Fokker F-27 Friendship 600","Bandung, Indonesia",50,30,0
18-Jul-97,"Goroka Air Services",P2-MMU,"de Havilland Canada DHC-6 Twin Otter 300","Goroka, New Guinea",4,2,0
21-Jul-97,"Singapore Airlines",9V-ATD,"Learjet 31","Near Ranong, Thailand",2,2,0
29-Jul-97,"ADC Airlines",5N-BAA,"BAC One-Eleven 203AE","Calabar , Nigeria",55,1,0
30-Jul-97,"Air Littoral",F-GPYE,"Aerospatiale ATR-42-512","Florence, Italy",17,1,0
06-Aug-97,"Korean Airlines",HL-7468,"Boeing B-747-300","Agana, Guam",254,228,0
07-Aug-97,"Fine Air",N27UA,"McDonnell Douglas DC-8-61F","Miami, Florida",4,4,0
10-Aug-97,"Formosa Airlines",B-12256,"Dornier DO-228-212","Matsu Island, Taiwan",16,16,0
10-Aug-97,"Private",C-GIGK,"Cessna 180K","100 miles SW of Kuujjuaq, Quebec, Canada",2,2,0
14-Aug-97,"Air taxi",VH-PJQ,"Cessna 210","Tindal, NT, Australia",5,5,0
15-Aug-97,"Air taxi - TAM",PT-LML,"Cessna 550 Citation II","Crici£ma, Brazil",2,2,0
29-Aug-97,"SATENA",FAC1115,"Pilatus PC-6 Turbo Porter / Cessna 206","Puerto Inirida, Venezuela",12,12,0
03-Sep-97,"Vietnam Airlines",VN-A120,"Tupolev TU-134","Phnom Penh, Cambodia",66,65,0
06-Sep-97,"Borneo Airways",9M-MIA,"Dornier 228-212","Near Miri, Malaysia",10,10,0
12-Sep-97,"TMK Air Commuter",9Q-CBO,"de Havilland Canada DHC-6 Twin Otter 300","Near Uvira, Zaire",22,22,0
13-Sep-97,"Military - Luftwaffe / Military - USAF",1102/65-9405,"Tupolev TU-154M / C-141 Starlifter","Off Namibia, Africa",33,33,0
26-Sep-97,"Garuda Indonesia Airlines",PK-GAI,"Airbus A300-B4-200","Buah Nabar, Indonesia",234,234,0
08-Oct-97,"Scenic Airlines",N12022,"Cessna 208B Caravan I","Near Montrose, Colorado",9,9,0
09-Oct-97,"Naysa Aerotaxis",EC-ERQ,"Beech Super King Air 200","Banjul, Gambia",9,8,0
10-Oct-97,"Austral Lineas Aeras (Argentina)",LV-WEG,"McDonnell Douglas DC-9-32","Nuevo Berlin, Uruguay",74,74,0
10-Oct-97,"Military - Republic of China Air Force",1310,"Lockheed C-130H Hercules","Taipei, Taiwan",5,5,0
12-Oct-97,"Private",N555JD,"Rutan Long EZ (experimental aircraft)","Monterey Bay, near Pacific Grove, California",1,1,0
29-Oct-97,"Ariana Afghan Airlines",YA-KAE,"Yakovlev YAK-40","Jalal-Abad, Afghanistan",26,2,0
30-Oct-97,"?",C-GPRL,"Cessna 206 Seneca","Near La Roche, Alberta, Canada",6,3,0
08-Nov-97,"Hageland Aviation Services",N750GC,"Cessna 208B Caravan I","Near Barrow, Alaska",8,8,0
05-Dec-97,"Military - Russian Air Force",RA-82005/08,"Antonov AN-124-100","Irkutsk-2, Russia",23,23,44
09-Dec-97,"Sowind Air",C-GVRO,"Embraer 110P1 Bandeirante","Little Grand Rapids, Canada",17,4,0
13-Dec-97,"STAP",CP-1635,"Swearingen SA-226T Metro II","La Veriente, Bolivia",19,10,0
15-Dec-97,"Tajikistan Airlines",EY-85281,"Tupolev TU-154","Sharjah, United Arab Emirates",86,85,0
16-Dec-97,"Terry Air Inc.",C-GKWV,"Cessna 402C","Near Mackenzie, British Colombia, Canada",3,3,0
17-Dec-97,"Aerosweet Airlines (LVOV)",UR-42334,"Yakovlev YAK-42","Fotina, Greece",70,70,0
19-Dec-97,"SilkAir",9V-TRF,"Boeing B-737-300","Near Palembang, Indonesia",104,104,0
20-Dec-97,"Military - Greek Air Force",750,"Lockheed C-130H Hercules","Tanagra, Greece",5,5,0
27-Dec-97,"Renan Airways",ER-ACF,"Antonov An-72","Atlantic Ocean, off Angola",5,5,0
28-Dec-97,"United Air Lines",N4723U,"Boeing B-747-122","Over the Pacific Ocean",393,1,0
31-Dec-97,"Parsa",HP-986PS,"Britten Norman BN-2A Trislander","Rio Sidra, Panama",10,10,0
09-Jan-98,"Mountain Air Cargo",N913FE,"Cessna 208B Caravan I","Maiden, North Carolina",1,1,0
13-Jan-98,"Aeroservice International",YV-928CP,"Let 410UVP","Brno, Czech Republic",2,2,0
13-Jan-98,"Military - Ariana Afghan Airlines",YA-DAB,"Antonov AN-12BP","Tor Kach, Pakistan",51,51,0
27-Jan-98,"Myanmar Airways",XY-AES,"Fokker F-27 Friendship 600","Yangon (Rangoon), Myanmar",45,16,0
02-Feb-98,"Cebu Pacific Air",RP-C1507,"McDonnell Douglas DC-9-32","Cagyan de Oro, Philippines",104,104,0
03-Feb-98,"Military - U.S. Marine Corps",163045/CY-02,"Grummand EA-6B","Near Cavalese, Trento, Italy",2,0,20
04-Feb-98,"Air Luxor",LZ-SFG,"Antonov 12BP","Terceira, Portugal",7,7,0
05-Feb-98,"Military - Spanish Air Force",D-3B-9,"CASA 212-S1 Aviocar 100","Near Navafria, Spain",5,5,0
12-Feb-98,"Military - Sudan Air Force",?,"Antonov AN-32","Near Nasir, Sudan",57,27,0
16-Feb-98,"China Airlines (Taiwan)",B-1814,"Airbus A300-622R","Taipei, Taiwan",196,196,7
05-Mar-98,"Baron Aviation",N840FE,"Cessna 208B Caravan I Super Cargomaster","Near Clarksville, Tennesee",1,1,0
07-Mar-98,"Corporate Air",N868FE,"Cessna 208B Caravan I Super Cargomaster","Bismark, North Dakota",1,1,0
10-Mar-98,"Air Memphis",SU-PBA,"Boeing 707-336C","Mombasa, Kenya",6,6,0
18-Mar-98,"Formosa Airlines",B-12255,"Saab340B","Off Hsinchu, Taiwan",13,13,0
19-Mar-98,"Ariana Afghan Airlines",YA-FAZ,"Boeing B-727-228","Near Charasyab, Afghanistan",45,45,0
22-Mar-98,"Philippine Air Lines",RP-C3222,"Airbus A.320-214","Bacolod, Philippines",127,0,3
28-Mar-98,"Fuerza A‚rea del Peru",OB-1388,"Antonov AN-32","Piura, Peru",55,22,1
31-Mar-98,"Linea A‚rea Mexicana de Carga",XA-TAP,"Convair CV-240-53","Near Mexico City, Mexico",4,2,0
20-Apr-98,"Air France",HC-BSU,"Boeing B-727-230","Near Bogota, Colombia",53,53,0
05-May-98,"Fuerza A‚rea del Peru",FAP-351,"Boeing B-737-282","Andoas, Peru",88,75,0
12-May-98,"Military - Mauritanian Air Force",5T-MAG,"Xian Yunshuji Y-7-100C","Near Nema, Mauritania",42,39,0
25-May-98,"Air Taxi - US Helicopters Inc.",N96CW,"Bell 206L-3","Indian Trail, North Carolina",5,5,0
25-May-98,"Military - Lao People's Liberation Army Air Force",34001,"Yakovlev YAK-40","Near Longtiang, Laos",26,26,0
26-May-98,"MIAT - Mongolian Airlines",JU-1017,"Harbin Yunshuji Y-12 II","Near Erdenet, Mongolia",28,28,0
18-Jun-98,"Propair",C-GQAL,"Swearingen SA-226TC Metroliner II","Montreal, Canada",11,11,0
25-Jun-98,"Air Taxi - Ohana Helicopter Tours",N594BK,"Eurocopter AS-350-BA","Mt. Waialeale, Hawaii",6,6,0
13-Jul-98,"ATI Aircompany",UR-76424,"Ilyushin 76MD","Off Rasal, United Arab Emirates",8,8,0
16-Jul-98,"Alas del Sur",LV-WPO,"Rockwell Sabreliner 60","C¢rdoba, Argentina",3,3,0
17-Jul-98,"Ukraine Aviation Transport Company",UR-UCI,"Ilyushin II-76","Asmara, Eritrea",10,10,0
23-Jul-98,"Military - Mexican Air Force",XC-UTQ,"Shorts SC-7 Skyvan 3-100","Pico de Orizaba, Mexico",4,4,0
27-Jul-98,"Plane Sailing",VP-BPS,"Consolidated PBY-5A Catalina","Southhampton, England",18,4,0
28-Jul-98,"Swifair",EC-FXD,"Swearingen SA.227AC Metro III","Barcelona, Spain",2,2,0
29-Jul-98,"Selva Taxi Aero",PT-LGN,"Embraer 110 Bandeirante","Manacapuru River, Brazil",24,5,0
30-Jul-98,"Proteus Air / Private",F-GSJM/F-GAJE,"Beechcraft 1900D / Cessna 177","Near Quiberon, France",15,15,0
30-Jul-98,"Alliance Airlines",VT-EJW,"Dornier 228-201","Kochi, India",6,6,2
04-Aug-98,"Harbour Air Seaplanes Ltd.",C-FOCJ,"de Havilland Dash-2 Beaver","Kincolith, British Columbia, Canada",5,5,0
